transactionId,date,itemName,quantitySold,mealType,unitPrice
SYN-2026-05-06-2,2026-05-06,Rice Bowl,124,Lunch,60
SYN-2026-05-06-3,2026-05-06,Idli & Sambar,138,Breakfast,40
SYN-2026-05-06-4,2026-05-06,Dal Khichdi,86,Lunch,65
SYN-2026-05-07-0,2026-05-07,Veg Thali,172,Lunch,80
SYN-2026-05-07-1,2026-05-07,Paneer Meal,74,Lunch,120
SYN-2026-05-07-2,2026-05-07,Rice Bowl,120,Lunch,60
SYN-2026-05-07-3,2026-05-07,Idli & Sambar,146,Breakfast,40
SYN-2026-05-07-4,2026-05-07,Dal Khichdi,93,Lunch,65
SYN-2026-05-08-0,2026-05-08,Veg Thali,196,Lunch,80
SYN-2026-05-08-1,2026-05-08,Paneer Meal,86,Lunch,120
SYN-2026-05-08-2,2026-05-08,Rice Bowl,123,Lunch,60
SYN-2026-05-08-3,2026-05-08,Idli & Sambar,150,Breakfast,40
SYN-2026-05-08-4,2026-05-08,Dal Khichdi,109,Lunch,65
SYN-2026-05-09-0,2026-05-09,Veg Thali,190,Lunch,80
SYN-2026-05-09-1,2026-05-09,Paneer Meal,77,Lunch,120
SYN-2026-05-09-2,2026-05-09,Rice Bowl,110,Lunch,60
SYN-2026-05-09-3,2026-05-09,Idli & Sambar,124,Breakfast,40
SYN-2026-05-09-4,2026-05-09,Dal Khichdi,82,Lunch,65
SYN-2026-05-10-0,2026-05-10,Veg Thali,171,Lunch,80
SYN-2026-05-10-1,2026-05-10,Paneer Meal,76,Lunch,120
SYN-2026-05-10-2,2026-05-10,Rice Bowl,118,Lunch,60
SYN-2026-05-10-3,2026-05-10,Idli & Sambar,133,Breakfast,40
SYN-2026-05-10-4,2026-05-10,Dal Khichdi,82,Lunch,65
SYN-2026-05-11-0,2026-05-11,Veg Thali,160,Lunch,80
SYN-2026-05-11-1,2026-05-11,Paneer Meal,67,Lunch,120
SYN-2026-05-11-2,2026-05-11,Rice Bowl,109,Lunch,60
SYN-2026-05-11-3,2026-05-11,Idli & Sambar,136,Breakfast,40
SYN-2026-05-11-4,2026-05-11,Dal Khichdi,89,Lunch,65
SYN-2026-05-12-0,2026-05-12,Veg Thali,173,Lunch,80
SYN-2026-05-12-1,2026-05-12,Paneer Meal,67,Lunch,120
SYN-2026-05-12-2,2026-05-12,Rice Bowl,98,Lunch,60
SYN-2026-05-12-3,2026-05-12,Idli & Sambar,120,Breakfast,40
SYN-2026-05-12-4,2026-05-12,Dal Khichdi,84,Lunch,65
SYN-2026-05-13-0,2026-05-13,Veg Thali,175,Lunch,80
SYN-2026-05-13-1,2026-05-13,Paneer Meal,73,Lunch,120
SYN-2026-05-13-2,2026-05-13,Rice Bowl,106,Lunch,60
SYN-2026-05-13-3,2026-05-13,Idli & Sambar,116,Breakfast,40
SYN-2026-05-13-4,2026-05-13,Dal Khichdi,75,Lunch,65
SYN-2026-05-14-0,2026-05-14,Veg Thali,154,Lunch,80
SYN-2026-05-14-1,2026-05-14,Paneer Meal,68,Lunch,120
SYN-2026-05-14-2,2026-05-14,Rice Bowl,110,Lunch,60
SYN-2026-05-14-3,2026-05-14,Idli & Sambar,128,Breakfast,40
SYN-2026-05-14-4,2026-05-14,Dal Khichdi,78,Lunch,65
SYN-2026-05-15-0,2026-05-15,Veg Thali,167,Lunch,80
SYN-2026-05-15-1,2026-05-15,Paneer Meal,77,Lunch,120
SYN-2026-05-15-2,2026-05-15,Rice Bowl,113,Lunch,60
SYN-2026-05-15-3,2026-05-15,Idli & Sambar,140,Breakfast,40
SYN-2026-05-15-4,2026-05-15,Dal Khichdi,100,Lunch,65
SYN-2026-05-16-0,2026-05-16,Veg Thali,167,Lunch,80
SYN-2026-05-16-1,2026-05-16,Paneer Meal,65,Lunch,120
SYN-2026-05-16-2,2026-05-16,Rice Bowl,93,Lunch,60
SYN-2026-05-16-3,2026-05-16,Idli & Sambar,109,Breakfast,40
SYN-2026-05-16-4,2026-05-16,Dal Khichdi,76,Lunch,65
SYN-2026-05-17-0,2026-05-17,Veg Thali,160,Lunch,80
SYN-2026-05-17-1,2026-05-17,Paneer Meal,69,Lunch,120
SYN-2026-05-17-2,2026-05-17,Rice Bowl,103,Lunch,60
SYN-2026-05-17-3,2026-05-17,Idli & Sambar,113,Breakfast,40
SYN-2026-05-17-4,2026-05-17,Dal Khichdi,70,Lunch,65
SYN-2026-05-18-0,2026-05-18,Veg Thali,142,Lunch,80
SYN-2026-05-18-1,2026-05-18,Paneer Meal,62,Lunch,120
SYN-2026-05-18-2,2026-05-18,Rice Bowl,102,Lunch,60
SYN-2026-05-18-3,2026-05-18,Idli & Sambar,124,Breakfast,40
SYN-2026-05-18-4,2026-05-18,Dal Khichdi,77,Lunch,65
SYN-2026-05-19-0,2026-05-19,Veg Thali,150,Lunch,80
SYN-2026-05-19-1,2026-05-19,Paneer Meal,58,Lunch,120
SYN-2026-05-19-2,2026-05-19,Rice Bowl,90,Lunch,60
SYN-2026-05-19-3,2026-05-19,Idli & Sambar,114,Breakfast,40
SYN-2026-05-19-4,2026-05-19,Dal Khichdi,80,Lunch,65
SYN-2026-05-20-0,2026-05-20,Veg Thali,164,Lunch,80
SYN-2026-05-20-1,2026-05-20,Paneer Meal,65,Lunch,120
SYN-2026-05-20-2,2026-05-20,Rice Bowl,92,Lunch,60
SYN-2026-05-20-3,2026-05-20,Idli & Sambar,104,Breakfast,40
SYN-2026-05-20-4,2026-05-20,Dal Khichdi,70,Lunch,65
SYN-2026-05-21-0,2026-05-21,Veg Thali,150,Lunch,80
SYN-2026-05-21-1,2026-05-21,Paneer Meal,67,Lunch,120
SYN-2026-05-21-2,2026-05-21,Rice Bowl,103,Lunch,60
SYN-2026-05-21-3,2026-05-21,Idli & Sambar,115,Breakfast,40
SYN-2026-05-21-4,2026-05-21,Dal Khichdi,70,Lunch,65
SYN-2026-05-22-0,2026-05-22,Veg Thali,156,Lunch,80
SYN-2026-05-22-1,2026-05-22,Paneer Meal,75,Lunch,120
SYN-2026-05-22-2,2026-05-22,Rice Bowl,114,Lunch,60
SYN-2026-05-22-3,2026-05-22,Idli & Sambar,138,Breakfast,40
SYN-2026-05-22-4,2026-05-22,Dal Khichdi,95,Lunch,65
SYN-2026-05-23-0,2026-05-23,Veg Thali,156,Lunch,80
SYN-2026-05-23-1,2026-05-23,Paneer Meal,60,Lunch,120
SYN-2026-05-23-2,2026-05-23,Rice Bowl,89,Lunch,60
SYN-2026-05-23-3,2026-05-23,Idli & Sambar,110,Breakfast,40
SYN-2026-05-23-4,2026-05-23,Dal Khichdi,77,Lunch,65
SYN-2026-05-24-0,2026-05-24,Veg Thali,164,Lunch,80
SYN-2026-05-24-1,2026-05-24,Paneer Meal,68,Lunch,120
SYN-2026-05-24-2,2026-05-24,Rice Bowl,97,Lunch,60
SYN-2026-05-24-3,2026-05-24,Idli & Sambar,107,Breakfast,40
SYN-2026-05-24-4,2026-05-24,Dal Khichdi,69,Lunch,65
SYN-2026-05-25-0,2026-05-25,Veg Thali,148,Lunch,80
SYN-2026-05-25-1,2026-05-25,Paneer Meal,66,Lunch,120
SYN-2026-05-25-2,2026-05-25,Rice Bowl,106,Lunch,60
SYN-2026-05-25-3,2026-05-25,Idli & Sambar,122,Breakfast,40
SYN-2026-05-25-4,2026-05-25,Dal Khichdi,74,Lunch,65
SYN-2026-05-26-0,2026-05-26,Veg Thali,148,Lunch,80
SYN-2026-05-26-1,2026-05-26,Paneer Meal,60,Lunch,120
SYN-2026-05-26-2,2026-05-26,Rice Bowl,97,Lunch,60
SYN-2026-05-26-3,2026-05-26,Idli & Sambar,123,Breakfast,40
SYN-2026-05-26-4,2026-05-26,Dal Khichdi,82,Lunch,65
SYN-2026-05-27-0,2026-05-27,Veg Thali,168,Lunch,80
SYN-2026-05-27-1,2026-05-27,Paneer Meal,65,Lunch,120
SYN-2026-05-27-2,2026-05-27,Rice Bowl,94,Lunch,60
SYN-2026-05-27-3,2026-05-27,Idli & Sambar,111,Breakfast,40
SYN-2026-05-27-4,2026-05-27,Dal Khichdi,78,Lunch,65
SYN-2026-05-28-0,2026-05-28,Veg Thali,168,Lunch,80
SYN-2026-05-28-1,2026-05-28,Paneer Meal,72,Lunch,120
SYN-2026-05-28-2,2026-05-28,Rice Bowl,106,Lunch,60
SYN-2026-05-28-3,2026-05-28,Idli & Sambar,117,Breakfast,40
SYN-2026-05-28-4,2026-05-28,Dal Khichdi,73,Lunch,65
SYN-2026-05-29-0,2026-05-29,Veg Thali,170,Lunch,80
SYN-2026-05-29-1,2026-05-29,Paneer Meal,84,Lunch,120
SYN-2026-05-29-2,2026-05-29,Rice Bowl,126,Lunch,60
SYN-2026-05-29-3,2026-05-29,Idli & Sambar,148,Breakfast,40
SYN-2026-05-29-4,2026-05-29,Dal Khichdi,98,Lunch,65
SYN-2026-05-30-0,2026-05-30,Veg Thali,163,Lunch,80
SYN-2026-05-30-1,2026-05-30,Paneer Meal,64,Lunch,120
SYN-2026-05-30-2,2026-05-30,Rice Bowl,100,Lunch,60
SYN-2026-05-30-3,2026-05-30,Idli & Sambar,127,Breakfast,40
SYN-2026-05-30-4,2026-05-30,Dal Khichdi,87,Lunch,65
SYN-2026-05-31-0,2026-05-31,Veg Thali,183,Lunch,80
SYN-2026-05-31-1,2026-05-31,Paneer Meal,72,Lunch,120
SYN-2026-05-31-2,2026-05-31,Rice Bowl,103,Lunch,60
SYN-2026-05-31-3,2026-05-31,Idli & Sambar,118,Breakfast,40
SYN-2026-05-31-4,2026-05-31,Dal Khichdi,80,Lunch,65
SYN-2026-06-01-0,2026-06-01,Veg Thali,175,Lunch,80
SYN-2026-06-01-1,2026-06-01,Paneer Meal,76,Lunch,120
SYN-2026-06-01-2,2026-06-01,Rice Bowl,117,Lunch,60
SYN-2026-06-01-3,2026-06-01,Idli & Sambar,130,Breakfast,40
SYN-2026-06-01-4,2026-06-01,Dal Khichdi,80,Lunch,65
SYN-2026-06-02-0,2026-06-02,Veg Thali,165,Lunch,80
SYN-2026-06-02-1,2026-06-02,Paneer Meal,70,Lunch,120
SYN-2026-06-02-2,2026-06-02,Rice Bowl,115,Lunch,60
SYN-2026-06-02-3,2026-06-02,Idli & Sambar,141,Breakfast,40
SYN-2026-06-02-4,2026-06-02,Dal Khichdi,91,Lunch,65
SYN-2026-06-03-0,2026-06-03,Veg Thali,182,Lunch,80
SYN-2026-06-03-1,2026-06-03,Paneer Meal,71,Lunch,120
SYN-2026-06-03-2,2026-06-03,Rice Bowl,106,Lunch,60
SYN-2026-06-03-3,2026-06-03,Idli & Sambar,132,Breakfast,40
SYN-2026-06-03-4,2026-06-03,Dal Khichdi,92,Lunch,65
SYN-2026-06-04-0,2026-06-04,Veg Thali,195,Lunch,80
SYN-2026-06-04-1,2026-06-04,Paneer Meal,80,Lunch,120
SYN-2026-06-04-2,2026-06-04,Rice Bowl,115,Lunch,60
SYN-2026-06-04-3,2026-06-04,Idli & Sambar,129,Breakfast,40
SYN-2026-06-04-4,2026-06-04,Dal Khichdi,84,Lunch,65
SYN-2026-06-05-0,2026-06-05,Veg Thali,197,Lunch,80
SYN-2026-06-05-1,2026-06-05,Paneer Meal,96,Lunch,120
SYN-2026-06-05-2,2026-06-05,Rice Bowl,141,Lunch,60
SYN-2026-06-05-3,2026-06-05,Idli & Sambar,160,Breakfast,40
SYN-2026-06-05-4,2026-06-05,Dal Khichdi,105,Lunch,65
SYN-2026-06-06-0,2026-06-06,Veg Thali,178,Lunch,80
SYN-2026-06-06-1,2026-06-06,Paneer Meal,74,Lunch,120
SYN-2026-06-06-2,2026-06-06,Rice Bowl,118,Lunch,60
SYN-2026-06-06-3,2026-06-06,Idli & Sambar,148,Breakfast,40
SYN-2026-06-06-4,2026-06-06,Dal Khichdi,98,Lunch,65
SYN-2026-06-07-0,2026-06-07,Veg Thali,199,Lunch,80
SYN-2026-06-07-1,2026-06-07,Paneer Meal,78,Lunch,120
SYN-2026-06-07-2,2026-06-07,Rice Bowl,113,Lunch,60
SYN-2026-06-07-3,2026-06-07,Idli & Sambar,136,Breakfast,40
SYN-2026-06-07-4,2026-06-07,Dal Khichdi,94,Lunch,65
SYN-2026-06-08-0,2026-06-08,Veg Thali,201,Lunch,80
SYN-2026-06-08-1,2026-06-08,Paneer Meal,85,Lunch,120
SYN-2026-06-08-2,2026-06-08,Rice Bowl,125,Lunch,60
SYN-2026-06-08-3,2026-06-08,Idli & Sambar,139,Breakfast,40
SYN-2026-06-08-4,2026-06-08,Dal Khichdi,88,Lunch,65
SYN-2026-06-09-0,2026-06-09,Veg Thali,185,Lunch,80
SYN-2026-06-09-1,2026-06-09,Paneer Meal,81,Lunch,120
SYN-2026-06-09-2,2026-06-09,Rice Bowl,130,Lunch,60
SYN-2026-06-09-3,2026-06-09,Idli & Sambar,153,Breakfast,40
SYN-2026-06-09-4,2026-06-09,Dal Khichdi,96,Lunch,65
SYN-2026-06-10-0,2026-06-10,Veg Thali,190,Lunch,80
SYN-2026-06-10-1,2026-06-10,Paneer Meal,76,Lunch,120
SYN-2026-06-10-2,2026-06-10,Rice Bowl,119,Lunch,60
SYN-2026-06-10-3,2026-06-10,Idli & Sambar,149,Breakfast,40
SYN-2026-06-10-4,2026-06-10,Dal Khichdi,101,Lunch,65
SYN-2026-06-11-0,2026-06-11,Veg Thali,208,Lunch,80
SYN-2026-06-11-1,2026-06-11,Paneer Meal,82,Lunch,120
SYN-2026-06-11-2,2026-06-11,Rice Bowl,119,Lunch,60
SYN-2026-06-11-3,2026-06-11,Idli & Sambar,138,Breakfast,40
SYN-2026-06-11-4,2026-06-11,Dal Khichdi,94,Lunch,65
SYN-2026-06-12-0,2026-06-12,Veg Thali,215,Lunch,80
SYN-2026-06-12-1,2026-06-12,Paneer Meal,102,Lunch,120
SYN-2026-06-12-2,2026-06-12,Rice Bowl,146,Lunch,60
SYN-2026-06-12-3,2026-06-12,Idli & Sambar,162,Breakfast,40
SYN-2026-06-12-4,2026-06-12,Dal Khichdi,107,Lunch,65
SYN-2026-06-13-0,2026-06-13,Veg Thali,184,Lunch,80
SYN-2026-06-13-1,2026-06-13,Paneer Meal,79,Lunch,120
SYN-2026-06-13-2,2026-06-13,Rice Bowl,128,Lunch,60
SYN-2026-06-13-3,2026-06-13,Idli & Sambar,156,Breakfast,40
SYN-2026-06-13-4,2026-06-13,Dal Khichdi,99,Lunch,65
SYN-2026-06-14-0,2026-06-14,Veg Thali,196,Lunch,80
SYN-2026-06-14-1,2026-06-14,Paneer Meal,77,Lunch,120
SYN-2026-06-14-2,2026-06-14,Rice Bowl,117,Lunch,60
SYN-2026-06-14-3,2026-06-14,Idli & Sambar,145,Breakfast,40
SYN-2026-06-14-4,2026-06-14,Dal Khichdi,100,Lunch,65
SYN-2026-06-15-0,2026-06-15,Veg Thali,207,Lunch,80
SYN-2026-06-15-1,2026-06-15,Paneer Meal,84,Lunch,120
SYN-2026-06-15-2,2026-06-15,Rice Bowl,121,Lunch,60
SYN-2026-06-15-3,2026-06-15,Idli & Sambar,137,Breakfast,40
SYN-2026-06-15-4,2026-06-15,Dal Khichdi,91,Lunch,65
SYN-2026-06-16-0,2026-06-16,Veg Thali,190,Lunch,80
SYN-2026-06-16-1,2026-06-16,Paneer Meal,83,Lunch,120
SYN-2026-06-16-2,2026-06-16,Rice Bowl,130,Lunch,60
SYN-2026-06-16-3,2026-06-16,Idli & Sambar,148,Breakfast,40
SYN-2026-06-16-4,2026-06-16,Dal Khichdi,91,Lunch,65
SYN-2026-06-17-0,2026-06-17,Veg Thali,180,Lunch,80
SYN-2026-06-17-1,2026-06-17,Paneer Meal,75,Lunch,120
SYN-2026-06-17-2,2026-06-17,Rice Bowl,121,Lunch,60
SYN-2026-06-17-3,2026-06-17,Idli & Sambar,151,Breakfast,40
SYN-2026-06-17-4,2026-06-17,Dal Khichdi,99,Lunch,65
SYN-2026-06-18-0,2026-06-18,Veg Thali,195,Lunch,80
SYN-2026-06-18-1,2026-06-18,Paneer Meal,76,Lunch,120
SYN-2026-06-18-2,2026-06-18,Rice Bowl,112,Lunch,60
SYN-2026-06-18-3,2026-06-18,Idli & Sambar,135,Breakfast,40
SYN-2026-06-18-4,2026-06-18,Dal Khichdi,94,Lunch,65
SYN-2026-06-19-0,2026-06-19,Veg Thali,212,Lunch,80
SYN-2026-06-19-1,2026-06-19,Paneer Meal,98,Lunch,120
SYN-2026-06-19-2,2026-06-19,Rice Bowl,136,Lunch,60
SYN-2026-06-19-3,2026-06-19,Idli & Sambar,149,Breakfast,40
SYN-2026-06-19-4,2026-06-19,Dal Khichdi,101,Lunch,65
SYN-2026-06-20-0,2026-06-20,Veg Thali,175,Lunch,80
SYN-2026-06-20-1,2026-06-20,Paneer Meal,77,Lunch,120
SYN-2026-06-20-2,2026-06-20,Rice Bowl,123,Lunch,60
SYN-2026-06-20-3,2026-06-20,Idli & Sambar,145,Breakfast,40
SYN-2026-06-20-4,2026-06-20,Dal Khichdi,89,Lunch,65
SYN-2026-06-21-0,2026-06-21,Veg Thali,173,Lunch,80
SYN-2026-06-21-1,2026-06-21,Paneer Meal,70,Lunch,120
SYN-2026-06-21-2,2026-06-21,Rice Bowl,110,Lunch,60
SYN-2026-06-21-3,2026-06-21,Idli & Sambar,139,Breakfast,40
SYN-2026-06-21-4,2026-06-21,Dal Khichdi,94,Lunch,65
SYN-2026-06-22-0,2026-06-22,Veg Thali,188,Lunch,80
SYN-2026-06-22-1,2026-06-22,Paneer Meal,74,Lunch,120
SYN-2026-06-22-2,2026-06-22,Rice Bowl,106,Lunch,60
SYN-2026-06-22-3,2026-06-22,Idli & Sambar,124,Breakfast,40
SYN-2026-06-22-4,2026-06-22,Dal Khichdi,85,Lunch,65
SYN-2026-06-23-0,2026-06-23,Veg Thali,179,Lunch,80
SYN-2026-06-23-1,2026-06-23,Paneer Meal,77,Lunch,120
SYN-2026-06-23-2,2026-06-23,Rice Bowl,115,Lunch,60
SYN-2026-06-23-3,2026-06-23,Idli & Sambar,128,Breakfast,40
SYN-2026-06-23-4,2026-06-23,Dal Khichdi,79,Lunch,65
SYN-2026-06-24-0,2026-06-24,Veg Thali,159,Lunch,80
SYN-2026-06-24-1,2026-06-24,Paneer Meal,69,Lunch,120
SYN-2026-06-24-2,2026-06-24,Rice Bowl,113,Lunch,60
SYN-2026-06-24-3,2026-06-24,Idli & Sambar,137,Breakfast,40
SYN-2026-06-24-4,2026-06-24,Dal Khichdi,86,Lunch,65
SYN-2026-06-25-0,2026-06-25,Veg Thali,166,Lunch,80
SYN-2026-06-25-1,2026-06-25,Paneer Meal,65,Lunch,120
SYN-2026-06-25-2,2026-06-25,Rice Bowl,99,Lunch,60
SYN-2026-06-25-3,2026-06-25,Idli & Sambar,125,Breakfast,40
SYN-2026-06-25-4,2026-06-25,Dal Khichdi,87,Lunch,65
SYN-2026-06-26-0,2026-06-26,Veg Thali,193,Lunch,80
SYN-2026-06-26-1,2026-06-26,Paneer Meal,87,Lunch,120
SYN-2026-06-26-2,2026-06-26,Rice Bowl,117,Lunch,60
SYN-2026-06-26-3,2026-06-26,Idli & Sambar,130,Breakfast,40
SYN-2026-06-26-4,2026-06-26,Dal Khichdi,93,Lunch,65
SYN-2026-06-27-0,2026-06-27,Veg Thali,160,Lunch,80
SYN-2026-06-27-1,2026-06-27,Paneer Meal,71,Lunch,120
SYN-2026-06-27-2,2026-06-27,Rice Bowl,110,Lunch,60
SYN-2026-06-27-3,2026-06-27,Idli & Sambar,123,Breakfast,40
SYN-2026-06-27-4,2026-06-27,Dal Khichdi,75,Lunch,65
SYN-2026-06-28-0,2026-06-28,Veg Thali,148,Lunch,80
SYN-2026-06-28-1,2026-06-28,Paneer Meal,62,Lunch,120
SYN-2026-06-28-2,2026-06-28,Rice Bowl,102,Lunch,60
SYN-2026-06-28-3,2026-06-28,Idli & Sambar,127,Breakfast,40
SYN-2026-06-28-4,2026-06-28,Dal Khichdi,83,Lunch,65
SYN-2026-06-29-0,2026-06-29,Veg Thali,162,Lunch,80
SYN-2026-06-29-1,2026-06-29,Paneer Meal,62,Lunch,120
SYN-2026-06-29-2,2026-06-29,Rice Bowl,92,Lunch,60
SYN-2026-06-29-3,2026-06-29,Idli & Sambar,113,Breakfast,40
SYN-2026-06-29-4,2026-06-29,Dal Khichdi,79,Lunch,65
SYN-2026-06-30-0,2026-06-30,Veg Thali,166,Lunch,80
SYN-2026-06-30-1,2026-06-30,Paneer Meal,69,Lunch,120
SYN-2026-06-30-2,2026-06-30,Rice Bowl,99,Lunch,60
SYN-2026-06-30-3,2026-06-30,Idli & Sambar,109,Breakfast,40
SYN-2026-06-30-4,2026-06-30,Dal Khichdi,70,Lunch,65
SYN-2026-07-01-0,2026-07-01,Veg Thali,146,Lunch,80
SYN-2026-07-01-1,2026-07-01,Paneer Meal,65,Lunch,120
SYN-2026-07-01-2,2026-07-01,Rice Bowl,105,Lunch,60
SYN-2026-07-01-3,2026-07-01,Idli & Sambar,121,Breakfast,40
SYN-2026-07-01-4,2026-07-01,Dal Khichdi,74,Lunch,65
SYN-2026-07-02-0,2026-07-02,Veg Thali,144,Lunch,80
SYN-2026-07-02-1,2026-07-02,Paneer Meal,58,Lunch,120
SYN-2026-07-02-2,2026-07-02,Rice Bowl,94,Lunch,60
SYN-2026-07-02-3,2026-07-02,Idli & Sambar,119,Breakfast,40
SYN-2026-07-02-4,2026-07-02,Dal Khichdi,80,Lunch,65
SYN-2026-07-03-0,2026-07-03,Veg Thali,177,Lunch,80
SYN-2026-07-03-1,2026-07-03,Paneer Meal,78,Lunch,120
SYN-2026-07-03-2,2026-07-03,Rice Bowl,105,Lunch,60
SYN-2026-07-03-3,2026-07-03,Idli & Sambar,121,Breakfast,40
SYN-2026-07-03-4,2026-07-03,Dal Khichdi,90,Lunch,65
SYN-2026-07-04-0,2026-07-04,Veg Thali,157,Lunch,80
SYN-2026-07-04-1,2026-07-04,Paneer Meal,68,Lunch,120
SYN-2026-07-04-2,2026-07-04,Rice Bowl,100,Lunch,60
SYN-2026-07-04-3,2026-07-04,Idli & Sambar,110,Breakfast,40
SYN-2026-07-04-4,2026-07-04,Dal Khichdi,68,Lunch,65
SYN-2026-07-05-0,2026-07-05,Veg Thali,140,Lunch,80
SYN-2026-07-05-1,2026-07-05,Paneer Meal,62,Lunch,120
SYN-2026-07-05-2,2026-07-05,Rice Bowl,101,Lunch,60
SYN-2026-07-05-3,2026-07-05,Idli & Sambar,122,Breakfast,40
SYN-2026-07-05-4,2026-07-05,Dal Khichdi,76,Lunch,65
SYN-2026-07-06-0,2026-07-06,Veg Thali,149,Lunch,80
SYN-2026-07-06-1,2026-07-06,Paneer Meal,58,Lunch,120
SYN-2026-07-06-2,2026-07-06,Rice Bowl,90,Lunch,60
SYN-2026-07-06-3,2026-07-06,Idli & Sambar,115,Breakfast,40
SYN-2026-07-06-4,2026-07-06,Dal Khichdi,80,Lunch,65
SYN-2026-07-07-0,2026-07-07,Veg Thali,165,Lunch,80
SYN-2026-07-07-1,2026-07-07,Paneer Meal,66,Lunch,120
SYN-2026-07-07-2,2026-07-07,Rice Bowl,93,Lunch,60
SYN-2026-07-07-3,2026-07-07,Idli & Sambar,105,Breakfast,40
SYN-2026-07-07-4,2026-07-07,Dal Khichdi,72,Lunch,65
SYN-2026-07-08-0,2026-07-08,Veg Thali,155,Lunch,80
SYN-2026-07-08-1,2026-07-08,Paneer Meal,68,Lunch,120
SYN-2026-07-08-2,2026-07-08,Rice Bowl,105,Lunch,60
SYN-2026-07-08-3,2026-07-08,Idli & Sambar,117,Breakfast,40
SYN-2026-07-08-4,2026-07-08,Dal Khichdi,71,Lunch,65
SYN-2026-07-09-0,2026-07-09,Veg Thali,145,Lunch,80
SYN-2026-07-09-1,2026-07-09,Paneer Meal,62,Lunch,120
SYN-2026-07-09-2,2026-07-09,Rice Bowl,101,Lunch,60
SYN-2026-07-09-3,2026-07-09,Idli & Sambar,126,Breakfast,40
SYN-2026-07-09-4,2026-07-09,Dal Khichdi,81,Lunch,65
SYN-2026-07-10-0,2026-07-10,Veg Thali,178,Lunch,80
SYN-2026-07-10-1,2026-07-10,Paneer Meal,78,Lunch,120
SYN-2026-07-10-2,2026-07-10,Rice Bowl,109,Lunch,60
SYN-2026-07-10-3,2026-07-10,Idli & Sambar,131,Breakfast,40
SYN-2026-07-10-4,2026-07-10,Dal Khichdi,97,Lunch,65
SYN-2026-07-11-0,2026-07-11,Veg Thali,173,Lunch,80
SYN-2026-07-11-1,2026-07-11,Paneer Meal,71,Lunch,120
SYN-2026-07-11-2,2026-07-11,Rice Bowl,102,Lunch,60
SYN-2026-07-11-3,2026-07-11,Idli & Sambar,113,Breakfast,40
SYN-2026-07-11-4,2026-07-11,Dal Khichdi,74,Lunch,65
SYN-2026-07-12-0,2026-07-12,Veg Thali,159,Lunch,80
SYN-2026-07-12-1,2026-07-12,Paneer Meal,70,Lunch,120
SYN-2026-07-12-2,2026-07-12,Rice Bowl,112,Lunch,60
SYN-2026-07-12-3,2026-07-12,Idli & Sambar,128,Breakfast,40
SYN-2026-07-12-4,2026-07-12,Dal Khichdi,78,Lunch,65
SYN-2026-07-13-0,2026-07-13,Veg Thali,158,Lunch,80
SYN-2026-07-13-1,2026-07-13,Paneer Meal,65,Lunch,120
SYN-2026-07-13-2,2026-07-13,Rice Bowl,104,Lunch,60
SYN-2026-07-13-3,2026-07-13,Idli & Sambar,132,Breakfast,40
SYN-2026-07-13-4,2026-07-13,Dal Khichdi,88,Lunch,65
SYN-2026-07-14-0,2026-07-14,Veg Thali,179,Lunch,80
SYN-2026-07-14-1,2026-07-14,Paneer Meal,69,Lunch,120
SYN-2026-07-14-2,2026-07-14,Rice Bowl,101,Lunch,60
SYN-2026-07-14-3,2026-07-14,Idli & Sambar,120,Breakfast,40
SYN-2026-07-14-4,2026-07-14,Dal Khichdi,84,Lunch,65
SYN-2026-07-15-0,2026-07-15,Veg Thali,182,Lunch,80
SYN-2026-07-15-1,2026-07-15,Paneer Meal,77,Lunch,120
SYN-2026-07-15-2,2026-07-15,Rice Bowl,113,Lunch,60
SYN-2026-07-15-3,2026-07-15,Idli & Sambar,125,Breakfast,40
SYN-2026-07-15-4,2026-07-15,Dal Khichdi,79,Lunch,65
SYN-2026-07-16-0,2026-07-16,Veg Thali,167,Lunch,80
SYN-2026-07-16-1,2026-07-16,Paneer Meal,73,Lunch,120
SYN-2026-07-16-2,2026-07-16,Rice Bowl,118,Lunch,60
SYN-2026-07-16-3,2026-07-16,Idli & Sambar,141,Breakfast,40
SYN-2026-07-16-4,2026-07-16,Dal Khichdi,88,Lunch,65
SYN-2026-07-17-0,2026-07-17,Veg Thali,191,Lunch,80
SYN-2026-07-17-1,2026-07-17,Paneer Meal,86,Lunch,120
SYN-2026-07-17-2,2026-07-17,Rice Bowl,125,Lunch,60
SYN-2026-07-17-3,2026-07-17,Idli & Sambar,153,Breakfast,40
SYN-2026-07-17-4,2026-07-17,Dal Khichdi,110,Lunch,65
SYN-2026-07-18-0,2026-07-18,Veg Thali,195,Lunch,80
SYN-2026-07-18-1,2026-07-18,Paneer Meal,77,Lunch,120
SYN-2026-07-18-2,2026-07-18,Rice Bowl,111,Lunch,60
SYN-2026-07-18-3,2026-07-18,Idli & Sambar,128,Breakfast,40
SYN-2026-07-18-4,2026-07-18,Dal Khichdi,87,Lunch,65
SYN-2026-07-19-0,2026-07-19,Veg Thali,188,Lunch,80
SYN-2026-07-19-1,2026-07-19,Paneer Meal,82,Lunch,120
SYN-2026-07-19-2,2026-07-19,Rice Bowl,124,Lunch,60
SYN-2026-07-19-3,2026-07-19,Idli & Sambar,139,Breakfast,40
SYN-2026-07-19-4,2026-07-19,Dal Khichdi,86,Lunch,65
